PSBBEAM/B#value,PSBBEAM/B#value
X,Y
339.6,2823.762
339.7,2824.67
339.8,2825.579
339.9,2826.488
340.0,2827.397
340.1,2828.306
340.2,2829.216
340.3,2830.125
340.4,2831.036
340.5,2831.946
340.6,2832.857
340.7,2833.768
340.8,2834.679
340.9,2835.59
341.0,2836.502
341.1,2837.414
341.2,2838.327
341.3,2839.24
341.4,2840.153
341.5,2841.066
341.6,2841.979
341.7,2842.893
341.8,2843.807
341.9,2844.722
342.0,2845.636
342.1,2846.551
342.2,2847.467
342.3,2848.382
342.4,2849.298
342.5,2850.214
342.6,2851.13
342.7,2852.047
342.8,2852.964
342.9,2853.881
343.0,2854.799
343.1,2855.717
343.2,2856.635
343.3,2857.553
343.4,2858.472
343.5,2859.391
343.6,2860.31
343.7,2861.23
343.8,2862.15
343.9,2863.07
344.0,2863.99
344.1,2864.911
344.2,2865.832
344.3,2866.754
344.4,2867.675
344.5,2868.597
344.6,2869.519
344.7,2870.442
344.8,2871.365
344.9,2872.288
345.0,2873.211
345.1,2874.135
345.2,2875.059
345.3,2875.983
345.4,2876.908
345.5,2877.833
345.6,2878.758
345.7,2879.683
345.8,2880.609
345.9,2881.535
346.0,2882.462
346.1,2883.388
346.2,2884.315
346.3,2885.242
346.4,2886.17
346.5,2887.098
346.6,2888.026
346.7,2888.955
346.8,2889.883
346.9,2890.812
347.0,2891.742
347.1,2892.671
347.2,2893.601
347.3,2894.532
347.4,2895.462
347.5,2896.393
347.6,2897.324
347.7,2898.256
347.8,2899.188
347.9,2900.12
348.0,2901.052
348.1,2901.985
348.2,2902.918
348.3,2903.851
348.4,2904.785
348.5,2905.719
348.6,2906.653
348.7,2907.587
348.8,2908.522
348.9,2909.457
349.0,2910.393
349.1,2911.329
349.2,2912.265
349.3,2913.201
349.4,2914.138
349.5,2915.075
349.6,2916.012
349.7,2916.95
349.8,2917.888
349.9,2918.826
350.0,2919.764
350.1,2920.703
350.2,2921.642
350.3,2922.582
350.4,2923.522
350.5,2924.462
350.6,2925.402
350.7,2926.343
350.8,2927.284
350.9,2928.225
351.0,2929.167
351.1,2930.109
351.2,2931.051
351.3,2931.994
351.4,2932.937
351.5,2933.88
351.6,2934.824
351.7,2935.767
351.8,2936.712
351.9,2937.656
352.0,2938.601
352.1,2939.546
352.2,2940.492
352.3,2941.437
352.4,2942.383
352.5,2943.33
352.6,2944.277
352.7,2945.224
352.8,2946.171
352.9,2947.119
353.0,2948.067
353.1,2949.015
353.2,2949.964
353.3,2950.913
353.4,2951.862
353.5,2952.811
353.6,2953.761
353.7,2954.712
353.8,2955.662
353.9,2956.613
354.0,2957.564
354.1,2958.516
354.2,2959.468
354.3,2960.42
354.4,2961.372
354.5,2962.325
354.6,2963.278
354.7,2964.232
354.8,2965.186
354.9,2966.14
355.0,2967.094
355.1,2968.049
355.2,2969.004
355.3,2969.96
355.4,2970.915
355.5,2971.872
355.6,2972.828
355.7,2973.785
355.8,2974.742
355.9,2975.699
356.0,2976.657
356.1,2977.615
356.2,2978.573
356.3,2979.532
356.4,2980.491
356.5,2981.451
356.6,2982.41
356.7,2983.37
356.8,2984.331
356.9,2985.291
357.0,2986.252
357.1,2987.214
357.2,2988.176
357.3,2989.138
357.4,2990.1
357.5,2991.063
357.6,2992.026
357.7,2992.989
357.8,2993.953
357.9,2994.917
358.0,2995.881
358.1,2996.846
358.2,2997.811
358.3,2998.776
358.4,2999.742
358.5,3000.708
358.6,3001.675
358.7,3002.641
358.8,3003.608
358.9,3004.576
359.0,3005.543
359.1,3006.512
359.2,3007.48
359.3,3008.449
359.4,3009.418
359.5,3010.387
359.6,3011.357
359.7,3012.327
359.8,3013.298
359.9,3014.268
360.0,3015.24
360.1,3016.211
360.2,3017.183
360.3,3018.155
360.4,3019.128
360.5,3020.1
360.6,3021.074
360.7,3022.047
360.8,3023.021
360.9,3023.995
361.0,3024.97
361.1,3025.945
361.2,3026.92
361.3,3027.896
361.4,3028.872
361.5,3029.848
361.6,3030.824
361.7,3031.801
361.8,3032.779
361.9,3033.756
362.0,3034.735
362.1,3035.713
362.2,3036.692
362.3,3037.671
362.4,3038.65
362.5,3039.63
362.6,3040.61
362.7,3041.59
362.8,3042.571
362.9,3043.552
363.0,3044.534
363.1,3045.516
363.2,3046.498
363.3,3047.481
363.4,3048.464
363.5,3049.447
363.6,3050.43
363.7,3051.414
363.8,3052.399
363.9,3053.383
364.0,3054.368
364.1,3055.354
364.2,3056.34
364.3,3057.326
364.4,3058.312
364.5,3059.299
364.6,3060.286
364.7,3061.274
364.8,3062.262
364.9,3063.25
365.0,3064.238
365.1,3065.227
365.2,3066.217
365.3,3067.206
365.4,3068.196
365.5,3069.187
365.6,3070.177
365.7,3071.169
365.8,3072.16
365.9,3073.152
366.0,3074.144
366.1,3075.136
366.2,3076.129
366.3,3077.123
366.4,3078.116
366.5,3079.11
366.6,3080.105
366.7,3081.099
366.8,3082.094
366.9,3083.09
367.0,3084.086
367.1,3085.082
367.2,3086.078
367.3,3087.075
367.4,3088.072
367.5,3089.07
367.6,3090.068
367.7,3091.066
367.8,3092.065
367.9,3093.064
368.0,3094.063
368.1,3095.063
368.2,3096.063
368.3,3097.064
368.4,3098.065
368.5,3099.066
368.6,3100.068
368.7,3101.07
368.8,3102.072
368.9,3103.075
369.0,3104.078
369.1,3105.081
369.2,3106.085
369.3,3107.089
369.4,3108.094
369.5,3109.099
369.6,3110.104
369.7,3111.11
369.8,3112.116
369.9,3113.122
370.0,3114.129
370.1,3115.136
370.2,3116.144
370.3,3117.152
370.4,3118.16
370.5,3119.169
370.6,3120.178
370.7,3121.187
370.8,3122.197
370.9,3123.207
371.0,3124.218
371.1,3125.229
371.2,3126.24
371.3,3127.252
371.4,3128.264
371.5,3129.276
371.6,3130.289
371.7,3131.302
371.8,3132.316
371.9,3133.329
372.0,3134.344
372.1,3135.358
372.2,3136.374
372.3,3137.389
372.4,3138.405
372.5,3139.421
372.6,3140.438
372.7,3141.455
372.8,3142.472
372.9,3143.49
373.0,3144.508
373.1,3145.526
373.2,3146.545
373.3,3147.564
373.4,3148.584
373.5,3149.604
373.6,3150.624
373.7,3151.645
373.8,3152.666
373.9,3153.688
374.0,3154.71
374.1,3155.732
374.2,3156.755
374.3,3157.778
374.4,3158.801
374.5,3159.825
374.6,3160.849
374.7,3161.874
374.8,3162.899
374.9,3163.924
375.0,3164.95
375.1,3165.976
375.2,3167.003
375.3,3168.03
375.4,3169.057
375.5,3170.085
375.6,3171.113
375.7,3172.142
375.8,3173.17
375.9,3174.2
376.0,3175.229
376.1,3176.259
376.2,3177.29
376.3,3178.321
376.4,3179.352
376.5,3180.384
376.6,3181.416
376.7,3182.448
376.8,3183.481
376.9,3184.514
377.0,3185.548
377.1,3186.582
377.2,3187.616
377.3,3188.651
377.4,3189.686
377.5,3190.722
377.6,3191.758
377.7,3192.794
377.8,3193.831
377.9,3194.868
378.0,3195.905
378.1,3196.943
378.2,3197.982
378.3,3199.02
378.4,3200.059
378.5,3201.099
378.6,3202.139
378.7,3203.179
378.8,3204.22
378.9,3205.261
379.0,3206.303
379.1,3207.345
379.2,3208.387
379.3,3209.43
379.4,3210.473
379.5,3211.516
379.6,3212.56
379.7,3213.604
379.8,3214.649
379.9,3215.694
380.0,3216.74
380.1,3217.786
380.2,3218.832
380.3,3219.879
380.4,3220.926
380.5,3221.974
380.6,3223.022
380.7,3224.07
380.8,3225.119
380.9,3226.168
381.0,3227.217
381.1,3228.267
381.2,3229.318
381.3,3230.369
381.4,3231.42
381.5,3232.471
381.6,3233.523
381.7,3234.576
381.8,3235.629
381.9,3236.682
382.0,3237.736
382.1,3238.79
382.2,3239.844
382.3,3240.899
382.4,3241.954
382.5,3243.01
382.6,3244.066
382.7,3245.123
382.8,3246.179
382.9,3247.237
383.0,3248.295
383.1,3249.353
383.2,3250.411
383.3,3251.47
383.4,3252.53
383.5,3253.59
383.6,3254.65
383.7,3255.71
383.8,3256.771
383.9,3257.833
384.0,3258.895
384.1,3259.957
384.2,3261.02
384.3,3262.083
384.4,3263.147
384.5,3264.21
384.6,3265.275
384.7,3266.34
384.8,3267.405
384.9,3268.471
385.0,3269.537
385.1,3270.603
385.2,3271.67
385.3,3272.737
385.4,3273.805
385.5,3274.873
385.6,3275.942
385.7,3277.011
385.8,3278.08
385.9,3279.15
386.0,3280.22
386.1,3281.291
386.2,3282.362
386.3,3283.433
386.4,3284.505
386.5,3285.578
386.6,3286.65
386.7,3287.724
386.8,3288.797
386.9,3289.871
387.0,3290.946
387.1,3292.021
387.2,3293.096
387.3,3294.172
387.4,3295.248
387.5,3296.325
387.6,3297.402
387.7,3298.479
387.8,3299.557
387.9,3300.635
388.0,3301.714
388.1,3302.793
388.2,3303.873
388.3,3304.953
388.4,3306.033
388.5,3307.114
388.6,3308.195
388.7,3309.277
388.8,3310.359
388.9,3311.442
389.0,3312.525
389.1,3313.608
389.2,3314.692
389.3,3315.776
389.4,3316.861
389.5,3317.946
389.6,3319.032
389.7,3320.118
389.8,3321.204
389.9,3322.291
390.0,3323.379
390.1,3324.466
390.2,3325.555
390.3,3326.643
390.4,3327.732
390.5,3328.822
390.6,3329.912
390.7,3331.002
390.8,3332.093
390.9,3333.184
391.0,3334.276
391.1,3335.368
391.2,3336.46
391.3,3337.553
391.4,3338.647
391.5,3339.741
391.6,3340.835
391.7,3341.93
391.8,3343.025
391.9,3344.121
392.0,3345.217
392.1,3346.313
392.2,3347.41
392.3,3348.508
392.4,3349.605
392.5,3350.704
392.6,3351.802
392.7,3352.901
392.8,3354.001
392.9,3355.101
393.0,3356.202
393.1,3357.302
393.2,3358.404
393.3,3359.506
393.4,3360.608
393.5,3361.711
393.6,3362.814
393.7,3363.917
393.8,3365.021
393.9,3366.126
394.0,3367.231
394.1,3368.336
394.2,3369.442
394.3,3370.548
394.4,3371.655
394.5,3372.762
394.6,3373.869
394.7,3374.978
394.8,3376.086
394.9,3377.195
395.0,3378.304
395.1,3379.414
395.2,3380.524
395.3,3381.635
395.4,3382.746
395.5,3383.858
395.6,3384.97
395.7,3386.083
395.8,3387.196
395.9,3388.309
396.0,3389.423
396.1,3390.537
396.2,3391.652
396.3,3392.767
396.4,3393.883
396.5,3394.999
396.6,3396.116
396.7,3397.233
396.8,3398.35
396.9,3399.468
397.0,3400.587
397.1,3401.705
397.2,3402.825
397.3,3403.945
397.4,3405.065
397.5,3406.186
397.6,3407.307
397.7,3408.428
397.8,3409.55
397.9,3410.673
398.0,3411.796
398.1,3412.919
398.2,3414.043
398.3,3415.168
398.4,3416.292
398.5,3417.418
398.6,3418.543
398.7,3419.67
398.8,3420.796
398.9,3421.923
399.0,3423.051
399.1,3424.179
399.2,3425.307
399.3,3426.436
399.4,3427.566
399.5,3428.696
399.6,3429.826
399.7,3430.957
399.8,3432.088
399.9,3433.22
400.0,3434.352
400.1,3435.485
400.2,3436.618
400.3,3437.751
400.4,3438.886
400.5,3440.02
400.6,3441.155
400.7,3442.29
400.8,3443.426
400.9,3444.563
401.0,3445.7
401.1,3446.837
401.2,3447.975
401.3,3449.113
401.4,3450.252
401.5,3451.391
401.6,3452.531
401.7,3453.671
401.8,3454.811
401.9,3455.952
402.0,3457.094
402.1,3458.236
402.2,3459.378
402.3,3460.521
402.4,3461.665
402.5,3462.809
402.6,3463.953
402.7,3465.098
402.8,3466.243
402.9,3467.389
403.0,3468.535
403.1,3469.682
403.2,3470.829
403.3,3471.977
403.4,3473.125
403.5,3474.274
403.6,3475.423
403.7,3476.572
403.8,3477.722
403.9,3478.873
404.0,3480.024
404.1,3481.175
404.2,3482.327
404.3,3483.48
404.4,3484.633
404.5,3485.786
404.6,3486.94
404.7,3488.094
404.8,3489.249
404.9,3490.404
405.0,3491.56
405.1,3492.717
405.2,3493.873
405.3,3495.03
405.4,3496.188
405.5,3497.346
405.6,3498.505
405.7,3499.664
405.8,3500.824
405.9,3501.984
406.0,3503.145
406.1,3504.306
406.2,3505.467
406.3,3506.629
406.4,3507.792
406.5,3508.955
406.6,3510.118
406.7,3511.282
406.8,3512.447
406.9,3513.612
407.0,3514.777
407.1,3515.943
407.2,3517.109
407.3,3518.276
407.4,3519.444
407.5,3520.611
407.6,3521.78
407.7,3522.949
407.8,3524.118
407.9,3525.288
408.0,3526.458
408.1,3527.629
408.2,3528.8
408.3,3529.972
408.4,3531.144
408.5,3532.317
408.6,3533.49
408.7,3534.664
408.8,3535.838
408.9,3537.013
409.0,3538.188
409.1,3539.364
409.2,3540.54
409.3,3541.717
409.4,3542.894
409.5,3544.071
409.6,3545.25
409.7,3546.428
409.8,3547.607
409.9,3548.787
410.0,3549.967
410.1,3551.148
410.2,3552.329
410.3,3553.511
410.4,3554.693
410.5,3555.875
410.6,3557.058
410.7,3558.242
410.8,3559.426
410.9,3560.611
411.0,3561.796
411.1,3562.981
411.2,3564.167
411.3,3565.354
411.4,3566.541
411.5,3567.729
411.6,3568.917
411.7,3570.105
411.8,3571.295
411.9,3572.484
412.0,3573.674
412.1,3574.865
412.2,3576.056
412.3,3577.247
412.4,3578.44
412.5,3579.632
412.6,3580.825
412.7,3582.019
412.8,3583.213
412.9,3584.408
413.0,3585.603
413.1,3586.798
413.2,3587.994
413.3,3589.191
413.4,3590.388
413.5,3591.586
413.6,3592.784
413.7,3593.983
413.8,3595.182
413.9,3596.381
414.0,3597.582
414.1,3598.782
414.2,3599.983
414.3,3601.185
414.4,3602.387
414.5,3603.59
414.6,3604.793
414.7,3605.997
414.8,3607.201
414.9,3608.406
415.0,3609.611
415.1,3610.817
415.2,3612.023
415.3,3613.23
415.4,3614.437
415.5,3615.645
415.6,3616.853
415.7,3618.062
415.8,3619.272
415.9,3620.481
416.0,3621.692
416.1,3622.903
416.2,3624.114
416.3,3625.326
416.4,3626.538
416.5,3627.751
416.6,3628.965
416.7,3630.179
416.8,3631.393
416.9,3632.608
417.0,3633.824
417.1,3635.04
417.2,3636.256
417.3,3637.473
417.4,3638.691
417.5,3639.909
417.6,3641.128
417.7,3642.347
417.8,3643.567
417.9,3644.787
418.0,3646.007
418.1,3647.229
418.2,3648.45
418.3,3649.673
418.4,3650.895
418.5,3652.119
418.6,3653.342
418.7,3654.567
418.8,3655.792
418.9,3657.017
419.0,3658.243
419.1,3659.469
419.2,3660.696
419.3,3661.924
419.4,3663.152
419.5,3664.38
419.6,3665.609
419.7,3666.839
419.8,3668.069
419.9,3669.3
420.0,3670.531
420.1,3671.762
420.2,3672.995
420.3,3674.227
420.4,3675.461
420.5,3676.694
420.6,3677.929
420.7,3679.163
420.8,3680.399
420.9,3681.635
421.0,3682.871
421.1,3684.108
421.2,3685.345
421.3,3686.583
421.4,3687.822
421.5,3689.061
421.6,3690.301
421.7,3691.541
421.8,3692.781
421.9,3694.023
422.0,3695.264
422.1,3696.506
422.2,3697.749
422.3,3698.993
422.4,3700.236
422.5,3701.481
422.6,3702.726
422.7,3703.971
422.8,3705.217
422.9,3706.464
423.0,3707.711
423.1,3708.958
423.2,3710.206
423.3,3711.455
423.4,3712.704
423.5,3713.954
423.6,3715.204
423.7,3716.455
423.8,3717.706
423.9,3718.958
424.0,3720.21
424.1,3721.463
424.2,3722.717
424.3,3723.971
424.4,3725.225
424.5,3726.48
424.6,3727.736
424.7,3728.992
424.8,3730.249
424.9,3731.506
425.0,3732.764
425.1,3734.022
425.2,3735.281
425.3,3736.541
425.4,3737.801
425.5,3739.061
425.6,3740.322
425.7,3741.584
425.8,3742.846
425.9,3744.109
426.0,3745.372
426.1,3746.635
426.2,3747.9
426.3,3749.165
426.4,3750.43
426.5,3751.696
426.6,3752.962
426.7,3754.229
426.8,3755.497
426.9,3756.765
427.0,3758.034
427.1,3759.303
427.2,3760.573
427.3,3761.843
427.4,3763.114
427.5,3764.385
427.6,3765.657
427.7,3766.93
427.8,3768.203
427.9,3769.476
428.0,3770.751
428.1,3772.025
428.2,3773.301
428.3,3774.576
428.4,3775.853
428.5,3777.13
428.6,3778.407
428.7,3779.685
428.8,3780.964
428.9,3782.243
429.0,3783.522
429.1,3784.803
429.2,3786.083
429.3,3787.365
429.4,3788.647
429.5,3789.929
429.6,3791.212
429.7,3792.496
429.8,3793.78
429.9,3795.064
430.0,3796.349
430.1,3797.635
430.2,3798.922
430.3,3800.208
430.4,3801.496
430.5,3802.784
430.6,3804.072
430.7,3805.362
430.8,3806.651
430.9,3807.941
431.0,3809.232
431.1,3810.524
431.2,3811.815
431.3,3813.108
431.4,3814.401
431.5,3815.695
431.6,3816.989
431.7,3818.283
431.8,3819.579
431.9,3820.874
432.0,3822.171
432.1,3823.468
432.2,3824.765
432.3,3826.063
432.4,3827.362
432.5,3828.661
432.6,3829.961
432.7,3831.261
432.8,3832.562
432.9,3833.864
433.0,3835.166
433.1,3836.468
433.2,3837.772
433.3,3839.075
433.4,3840.38
433.5,3841.684
433.6,3842.99
433.7,3844.296
433.8,3845.602
433.9,3846.909
434.0,3848.217
434.1,3849.525
434.2,3850.834
434.3,3852.144
434.4,3853.454
434.5,3854.764
434.6,3856.075
434.7,3857.387
434.8,3858.699
434.9,3860.012
435.0,3861.325
435.1,3862.639
435.2,3863.954
435.3,3865.269
435.4,3866.585
435.5,3867.901
435.6,3869.218
435.7,3870.535
435.8,3871.853
435.9,3873.172
436.0,3874.491
436.1,3875.811
436.2,3877.131
436.3,3878.452
436.4,3879.773
436.5,3881.095
436.6,3882.418
436.7,3883.741
436.8,3885.065
436.9,3886.389
437.0,3887.714
437.1,3889.039
437.2,3890.365
437.3,3891.692
437.4,3893.019
437.5,3894.347
437.6,3895.675
437.7,3897.004
437.8,3898.334
437.9,3899.664
438.0,3900.994
438.1,3902.326
438.2,3903.658
438.3,3904.99
438.4,3906.323
438.5,3907.657
438.6,3908.991
438.7,3910.325
438.8,3911.661
438.9,3912.997
439.0,3914.333
439.1,3915.67
439.2,3917.008
439.3,3918.346
439.4,3919.685
439.5,3921.024
439.6,3922.364
439.7,3923.705
439.8,3925.046
439.9,3926.388
440.0,3927.73
440.1,3929.073
440.2,3930.417
440.3,3931.761
440.4,3933.106
440.5,3934.451
440.6,3935.797
440.7,3937.143
440.8,3938.49
440.9,3939.838
441.0,3941.186
441.1,3942.535
441.2,3943.884
441.3,3945.234
441.4,3946.585
441.5,3947.936
441.6,3949.288
441.7,3950.64
441.8,3951.993
441.9,3953.347
442.0,3954.701
442.1,3956.056
442.2,3957.411
442.3,3958.767
442.4,3960.123
442.5,3961.481
442.6,3962.838
442.7,3964.197
442.8,3965.555
442.9,3966.915
443.0,3968.275
443.1,3969.636
443.2,3970.997
443.3,3972.359
443.4,3973.721
443.5,3975.084
443.6,3976.448
443.7,3977.812
443.8,3979.177
443.9,3980.543
444.0,3981.909
444.1,3983.275
444.2,3984.643
444.3,3986.011
444.4,3987.379
444.5,3988.748
444.6,3990.118
444.7,3991.488
444.8,3992.859
444.9,3994.23
445.0,3995.602
445.1,3996.975
445.2,3998.348
445.3,3999.722
445.4,4001.097
445.5,4002.472
445.6,4003.847
445.7,4005.224
445.8,4006.601
445.9,4007.978
446.0,4009.356
446.1,4010.735
446.2,4012.114
446.3,4013.494
446.4,4014.875
446.5,4016.256
446.6,4017.638
446.7,4019.02
446.8,4020.403
446.9,4021.786
447.0,4023.171
447.1,4024.555
447.2,4025.941
447.3,4027.327
447.4,4028.713
447.5,4030.101
447.6,4031.488
447.7,4032.877
447.8,4034.266
447.9,4035.656
448.0,4037.046
448.1,4038.437
448.2,4039.828
448.3,4041.22
448.4,4042.613
448.5,4044.006
448.6,4045.4
448.7,4046.795
448.8,4048.19
448.9,4049.586
449.0,4050.982
449.1,4052.379
449.2,4053.777
449.3,4055.175
449.4,4056.574
449.5,4057.973
449.6,4059.373
449.7,4060.774
449.8,4062.176
449.9,4063.577
450.0,4064.98
450.1,4066.383
450.2,4067.787
450.3,4069.191
450.4,4070.596
450.5,4072.002
450.6,4073.408
450.7,4074.815
450.8,4076.223
450.9,4077.631
451.0,4079.04
451.1,4080.449
451.2,4081.859
451.3,4083.27
451.4,4084.681
451.5,4086.093
451.6,4087.505
451.7,4088.918
451.8,4090.332
451.9,4091.746
452.0,4093.161
452.1,4094.577
452.2,4095.993
452.3,4097.41
452.4,4098.827
452.5,4100.245
452.6,4101.664
452.7,4103.083
452.8,4104.503
452.9,4105.924
453.0,4107.345
453.1,4108.767
453.2,4110.19
453.3,4111.613
453.4,4113.036
453.5,4114.461
453.6,4115.886
453.7,4117.311
453.8,4118.738
453.9,4120.164
454.0,4121.592
454.1,4123.02
454.2,4124.449
454.3,4125.878
454.4,4127.308
454.5,4128.739
454.6,4130.17
454.7,4131.602
454.8,4133.035
454.9,4134.468
455.0,4135.902
455.1,4137.336
455.2,4138.771
455.3,4140.207
455.4,4141.643
455.5,4143.08
455.6,4144.518
455.7,4145.956
455.8,4147.395
455.9,4148.834
456.0,4150.275
456.1,4151.715
456.2,4153.157
456.3,4154.599
456.4,4156.041
456.5,4157.485
456.6,4158.929
456.7,4160.373
456.8,4161.819
456.9,4163.265
457.0,4164.711
457.1,4166.158
457.2,4167.606
457.3,4169.054
457.4,4170.504
457.5,4171.953
457.6,4173.404
457.7,4174.855
457.8,4176.306
457.9,4177.759
458.0,4179.212
458.1,4180.665
458.2,4182.119
458.3,4183.574
458.4,4185.03
458.5,4186.486
458.6,4187.943
458.7,4189.4
458.8,4190.858
458.9,4192.317
459.0,4193.776
459.1,4195.236
459.2,4196.697
459.3,4198.158
459.4,4199.62
459.5,4201.083
459.6,4202.546
459.7,4204.01
459.8,4205.474
459.9,4206.94
460.0,4208.405
460.1,4209.872
460.2,4211.339
460.3,4212.807
460.4,4214.275
460.5,4215.744
460.6,4217.214
460.7,4218.684
460.8,4220.155
460.9,4221.627
461.0,4223.099
461.1,4224.572
461.2,4226.046
461.3,4227.52
461.4,4228.995
461.5,4230.471
461.6,4231.947
461.7,4233.424
461.8,4234.901
461.9,4236.38
462.0,4237.859
462.1,4239.338
462.2,4240.818
462.3,4242.299
462.4,4243.78
462.5,4245.263
462.6,4246.745
462.7,4248.229
462.8,4249.713
462.9,4251.198
463.0,4252.683
463.1,4254.169
463.2,4255.656
463.3,4257.143
463.4,4258.631
463.5,4260.12
463.6,4261.609
463.7,4263.099
463.8,4264.59
463.9,4266.081
464.0,4267.573
464.1,4269.066
464.2,4270.559
464.3,4272.053
464.4,4273.548
464.5,4275.043
464.6,4276.539
464.7,4278.036
464.8,4279.533
464.9,4281.031
465.0,4282.53
465.1,4284.029
465.2,4285.529
465.3,4287.03
465.4,4288.531
465.5,4290.033
465.6,4291.535
465.7,4293.039
465.8,4294.543
465.9,4296.047
466.0,4297.553
466.1,4299.058
466.2,4300.565
466.3,4302.072
466.4,4303.58
466.5,4305.089
466.6,4306.598
466.7,4308.108
466.8,4309.619
466.9,4311.13
467.0,4312.642
467.1,4314.155
467.2,4315.668
467.3,4317.182
467.4,4318.696
467.5,4320.212
467.6,4321.728
467.7,4323.244
467.8,4324.762
467.9,4326.28
468.0,4327.798
468.1,4329.318
468.2,4330.838
468.3,4332.358
468.4,4333.88
468.5,4335.402
468.6,4336.924
468.7,4338.448
468.8,4339.972
468.9,4341.497
469.0,4343.022
469.1,4344.548
469.2,4346.075
469.3,4347.602
469.4,4349.13
469.5,4350.659
469.6,4352.189
469.7,4353.719
469.8,4355.25
469.9,4356.781
470.0,4358.313
470.1,4359.846
470.2,4361.38
470.3,4362.914
470.4,4364.449
470.5,4365.984
470.6,4367.521
470.7,4369.057
470.8,4370.595
470.9,4372.133
471.0,4373.672
471.1,4375.212
471.2,4376.752
471.3,4378.293
471.4,4379.835
471.5,4381.378
471.6,4382.921
471.7,4384.464
471.8,4386.009
471.9,4387.554
472.0,4389.1
472.1,4390.646
472.2,4392.193
472.3,4393.741
472.4,4395.29
472.5,4396.839
472.6,4398.389
472.7,4399.94
472.8,4401.491
472.9,4403.043
473.0,4404.596
473.1,4406.149
473.2,4407.703
473.3,4409.258
473.4,4410.813
473.5,4412.369
473.6,4413.926
473.7,4415.484
473.8,4417.042
473.9,4418.601
474.0,4420.16
474.1,4421.72
474.2,4423.281
474.3,4424.843
474.4,4426.405
474.5,4427.968
474.6,4429.532
474.7,4431.097
474.8,4432.662
474.9,4434.228
475.0,4435.794
475.1,4437.361
475.2,4438.929
475.3,4440.498
475.4,4442.067
475.5,4443.637
475.6,4445.208
475.7,4446.779
475.8,4448.351
475.9,4449.924
476.0,4451.497
476.1,4453.071
476.2,4454.646
476.3,4456.222
476.4,4457.798
476.5,4459.375
476.6,4460.953
476.7,4462.531
476.8,4464.11
476.9,4465.69
477.0,4467.27
477.1,4468.851
477.2,4470.433
477.3,4472.016
477.4,4473.599
477.5,4475.183
477.6,4476.768
477.7,4478.353
477.8,4479.939
477.9,4481.526
478.0,4483.113
478.1,4484.701
478.2,4486.29
478.3,4487.88
478.4,4489.47
478.5,4491.061
478.6,4492.653
478.7,4494.245
478.8,4495.838
478.9,4497.432
479.0,4499.026
479.1,4500.622
479.2,4502.218
479.3,4503.814
479.4,4505.412
479.5,4507.01
479.6,4508.608
479.7,4510.208
479.8,4511.808
479.9,4513.409
480.0,4515.01
480.1,4516.613
480.2,4518.216
480.3,4519.819
480.4,4521.424
480.5,4523.029
480.6,4524.635
480.7,4526.241
480.8,4527.849
480.9,4529.457
481.0,4531.065
481.1,4532.675
481.2,4534.285
481.3,4535.896
481.4,4537.507
481.5,4539.12
481.6,4540.733
481.7,4542.346
481.8,4543.961
481.9,4545.576
482.0,4547.192
482.1,4548.808
482.2,4550.425
482.3,4552.043
482.4,4553.662
482.5,4555.282
482.6,4556.902
482.7,4558.523
482.8,4560.144
482.9,4561.766
483.0,4563.389
483.1,4565.013
483.2,4566.638
483.3,4568.263
483.4,4569.889
483.5,4571.515
483.6,4573.143
483.7,4574.771
483.8,4576.399
483.9,4578.029
484.0,4579.659
484.1,4581.29
484.2,4582.922
484.3,4584.554
484.4,4586.187
484.5,4587.821
484.6,4589.455
484.7,4591.091
484.8,4592.727
484.9,4594.363
485.0,4596.001
485.1,4597.639
485.2,4599.278
485.3,4600.918
485.4,4602.558
485.5,4604.199
485.6,4605.841
485.7,4607.483
485.8,4609.127
485.9,4610.771
486.0,4612.415
486.1,4614.061
486.2,4615.707
486.3,4617.354
486.4,4619.001
486.5,4620.65
486.6,4622.299
486.7,4623.949
486.8,4625.599
486.9,4627.25
487.0,4628.902
487.1,4630.555
487.2,4632.209
487.3,4633.863
487.4,4635.518
487.5,4637.173
487.6,4638.83
487.7,4640.487
487.8,4642.145
487.9,4643.803
488.0,4645.463
488.1,4647.123
488.2,4648.784
488.3,4650.445
488.4,4652.107
488.5,4653.77
488.6,4655.434
488.7,4657.099
488.8,4658.764
488.9,4660.43
489.0,4662.096
489.1,4663.764
489.2,4665.432
489.3,4667.101
489.4,4668.77
489.5,4670.441
489.6,4672.112
489.7,4673.784
489.8,4675.456
489.9,4677.13
490.0,4678.804
490.1,4680.479
490.2,4682.154
490.3,4683.83
490.4,4685.507
490.5,4687.185
490.6,4688.864
490.7,4690.543
490.8,4692.223
490.9,4693.904
491.0,4695.585
491.1,4697.267
491.2,4698.95
491.3,4700.634
491.4,4702.319
491.5,4704.004
491.6,4705.69
491.7,4707.376
491.8,4709.064
491.9,4710.752
492.0,4712.441
492.1,4714.131
492.2,4715.821
492.3,4717.512
492.4,4719.204
492.5,4720.897
492.6,4722.59
492.7,4724.284
492.8,4725.979
492.9,4727.675
493.0,4729.371
493.1,4731.069
493.2,4732.766
493.3,4734.465
493.4,4736.164
493.5,4737.865
493.6,4739.566
493.7,4741.267
493.8,4742.97
493.9,4744.673
494.0,4746.377
494.1,4748.081
494.2,4749.787
494.3,4751.493
494.4,4753.2
494.5,4754.908
494.6,4756.616
494.7,4758.325
